date,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h
2010/8/1,9103.90332,8865.354492,8635.012695,8415.150391,8119.553223,7723.48291,7383.54541,7098.552246,6931.655273,6854.039551,6825.117676,6920.630859,7066.724609,7333.493652,7657.092773,8056.624023,8614.282227,9076.768555,9371.318359,9612.59082,9578.985352,9544.113281,9383.560547,9227.131836,9090.130859,8950.669922,8849.702148,8739.036133,8637.149414,8567.901367,8534.699219,8573.023438,8657.790039,8846.103516,9206.697266,9660.232422,10259.125,10400.70703,10293.95703,10043.70605,9843.369141,9692.844727,9564.212891,9349.646484,9111.225586,9100.311523,8904.510742,8802.816406
2010/8/2,8323.325195,8107.685059,7919.064941,7765.123535,7576.392578,7259.297363,7009.405273,6864.603027,6765.86377,6779.952637,6874.37207,7207.554688,7646.250488,8482.803711,9257.455078,9690.347656,10118.45313,10238.41504,10174.31934,10204.17188,10163.0791,10110.47461,10020.9707,9891.701172,9805.56543,9739.157227,9674.162109,9616.207031,9557.171875,9530.286133,9481.631836,9462.004883,9544.632813,9715.555664,10041.49707,10611.65234,11194.90625,11280.53809,11160.2373,10913.74219,10698.91797,10545.46582,10318.25781,9977.155273,9594.473633,9589.820313,9315.525391,9159.209961
2010/8/3,9479.091797,9257.140625,9060.821289,8892.575195,8653.107422,8230.045898,7870.834473,7567.526367,7399.405762,7325.460449,7393.072266,7722.955078,8208.87207,9118.710938,10004.2998,10490.95605,10997.10938,11097.22852,10956.17676,10933.11328,10820.15234,10711.68555,10585.7373,10426.27246,10298.41602,10210.14648,10109.09082,10058.31152,9980.738281,9945.629883,9884.898438,9873.350586,10002.41504,10252.69727,10665.12793,11341.14941,12003.90918,12106.02344,12013.87891,11778.27539,11585.24219,11442.36914,11211.78418,10839.15234,10395.18945,10350.95117,9996.462891,9770.481445
2010/8/4,9531.609375,9302.712891,9098.302734,8931.106445,8664.349609,8254.987305,7882.964355,7580.554199,7403.432617,7342.837402,7407.848145,7746.09375,8222.803711,9129.802734,9990.297852,10466.75879,10947.9502,11045.4209,10908.62207,10868.26855,10759.17969,10639.01953,10520.90723,10336.72168,10202.66016,10116.92773,10021.2998,9956.349609,9873.363281,9846.582031,9776.930664,9775.347656,9885.045898,10104.45605,10482.19141,11109.63672,11734.04004,11848.23047,11767.40137,11524.64258,11339.11816,11215.41797,10988.65039,10662.93945,10252.26953,10278.9248,9983.833008,9791.757813
2010/8/5,9310.632813,9127.44043,8932.175781,8785.670898,8513.642578,8111.158203,7758.979004,7472.614746,7303.982422,7236.456543,7304.094727,7624.402832,8108.241699,8985.5,9857.573242,10277.00879,10699.13281,10739.48926,10569.50781,10531.37207,10423.88867,10345.52051,10265.96582,10089.02148,10001.59082,9923.001953,9833.230469,9765.691406,9685.795898,9652.297852,9596.541016,9566.833984,9663.860352,9822.325195,10125.19336,10627.00488,11263.05566,11439.27539,11383.83594,11158.41797,10968.2207,10836.03418,10624.63086,10309.38867,9922.599609,9954.602539,9696.254883,9519.219727
2010/8/6,9474.850586,9267.366211,9074.769531,8912.824219,8660.324219,8250.269531,7890.330566,7586.90625,7410.456543,7348.376953,7408.944824,7739.820801,8215.866211,9130.509766,10015.18652,10471.12207,10939.33105,11000.57422,10827.0625,10777.73828,10650.66113,10521.72168,10390.4541,10211.25,10091.6123,9991.991211,9893.338867,9817.206055,9749.907227,9711.1875,9632.640625,9614.240234,9708.458984,9905.222656,10257.24023,10830.7959,11526.01855,11715.70508,11662.56445,11442.40723,11270.43164,11142.42676,10927.25391,10584.25098,10188.17676,10199.89941,9907.87207,9703.5
2010/8/7,9692.985352,9389.574219,9126.496094,8893.363281,8577.962891,8173.585449,7793.635254,7500.384766,7304.127441,7193.515625,7173.797852,7278.086426,7432.084961,7744.223633,8088.585938,8529.907227,9169.616211,9724.117188,10072.85449,10337.72168,10299.50879,10246.25879,10035.4082,9838.989258,9664.697266,9520.888672,9411.123047,9277.141602,9176.254883,9099.46582,9057.168945,9129.728516,9285.006836,9561.232422,10021.57324,10566.26074,11233.21484,11351.43262,11214.94434,10975.12598,10782.95996,10618.31055,10458.09961,10203.93848,9895.412109,9799.334961,9537.833984,9361.40332
2010/8/8,9166.958984,8850.735352,8579.163086,8337.373047,8051.481445,7677.676758,7362.256836,7143.300781,6998.145996,6931.498047,6922.555176,7000.236816,7117.677734,7370.327637,7645.825195,8011.757813,8617.769531,9163.223633,9560.6875,9815.388672,9863.142578,9823.827148,9658.100586,9482.955078,9325.998047,9227.714844,9116.551758,8999.09082,8911.984375,8832.976563,8811.955078,8865.849609,9015.551758,9297.097656,9747.02832,10317.53516,11042.97852,11257.07227,11161.34863,10953.74707,10783.05176,10647.26172,10480.54102,10163.49316,9795.521484,9613.571289,9296.919922,9077.838867
2010/8/9,8745.722656,8502.736328,8296.696289,8127.436523,7927.776367,7599.840332,7333.8125,7169.893066,7069.645996,7070.146484,7175.011719,7529.864746,8014.003906,8920.219727,9776.501953,10284.19336,10800.84668,10928.46582,10829.21484,10819.03125,10718.07129,10612.5166,10472.28906,10292.85059,10173.00488,10081.82031,9992.952148,9920.780273,9846.445313,9794.676758,9753.695313,9740.28418,9841.081055,10057.85156,10455.17578,11130.8291,11820.28516,11936.30273,11845.5791,11607.36816,11410.31836,11262.88867,11026.86035,10654.09961,10201.58203,10141.93164,9801.59082,9595.683594
2010/8/10,9393.111328,9178.550781,8994.583008,8832.237305,8571.213867,8173.29834,7816.771484,7516.657715,7344.192383,7294.751465,7353.851074,7683.061035,8158.734375,9073.973633,9956.754883,10423.85156,10880.24707,10952.51563,10783.43652,10741.27637,10625.77539,10514.75,10388.35742,10218.2959,10099.34863,9998.894531,9901.802734,9829.78418,9751.402344,9709.149414,9634.53125,9602.913086,9698.52832,9882.489258,10234.93457,10861.3623,11541.51758,11686.19629,11619.16602,11395.12891,11210.86328,11076.21875,10860.04688,10542.52734,10147.18848,10130.83496,9842.297852,9628.054688
2010/8/11,9427.15332,9206.507813,9007.216797,8824.001953,8565.195313,8147.592285,7782.192383,7478.568848,7309.708496,7253.26709,7327.796875,7664.046875,8124.709961,9001.831055,9840.139648,10311.79883,10791.64453,10890.07324,10788.21777,10774.25,10690.81738,10604.13477,10499.46191,10335.90918,10220.10352,10135.55762,10058.3584,9995.007813,9924.757813,9901.369141,9842.602539,9851.12207,9985.857422,10228.76074,10640.01367,11271.99414,11828.00879,11880.50586,11765.9209,11527.09766,11329.67578,11188.27539,10968.97949,10621.36523,10205.04102,10205.16992,9899.061523,9687.805664
2010/8/12,9188.147461,8987.294922,8815.484375,8639.946289,8383.331055,7977.896484,7624.901367,7344.511719,7178.665039,7121.777832,7194.921387,7499.963867,7949.687012,8802.753906,9621.045898,10028.53809,10447.91211,10511.88379,10364.85645,10362.9248,10286.19727,10209.93457,10107.0625,9969.322266,9883.237305,9807.737305,9726.734375,9674.790039,9605.133789,9575.894531,9508.94043,9493.530273,9588.841797,9755.989258,10092.80859,10635.18848,11225.12109,11354.10645,11281.74902,11038.08301,10852.17188,10700.57617,10487.0293,10199.42871,9836.44043,9872.05957,9600.183594,9443.349609
2010/8/13,9423.240234,9200.071289,9000.56543,8824.62793,8564.657227,8157.595703,7797.492676,7486.304199,7328.187988,7268.431641,7337.369141,7673.379395,8142.783203,9062.648438,9939.764648,10435.79785,10905.5918,10978.97852,10813.80664,10781.09473,10673.89844,10574.49219,10445.07813,10264.07715,10149.87891,10035.61133,9957.182617,9871.824219,9807.251953,9780.337891,9698.124023,9683.279297,9806.529297,10028.55371,10419.10742,11053.34961,11684.07617,11782.72461,11704.42773,11473.51367,11293.53809,11159.79785,10927.35156,10615.3623,10213.32227,10219.58691,9904.019531,9692.258789
2010/8/14,9332.460938,9050.854492,8808.741211,8610.72168,8290.873047,7892.822754,7539.695313,7266.46582,7088.368164,6990.019531,6965.471191,7055.762695,7209.923828,7489.478516,7830.587891,8228.924805,8829.960938,9341.84668,9673.226563,9896.013672,9850.625977,9801.822266,9608.297852,9433.175781,9256.012695,9138.49707,9030.932617,8894.363281,8801.905273,8734.766602,8702.466797,8744.932617,8863.498047,9102.724609,9501.308594,10020.27441,10667.47168,10852.87207,10729.3291,10476.90723,10303.85449,10164.4873,10014.2832,9766.78418,9488.802734,9410.706055,9167.027344,9040.15918
2010/8/15,8699.310547,8454.801758,8207.304688,7959.277344,7746.924805,7400.683105,7096.754883,6907.570801,6778.828125,6709.324219,6705.808105,6782.45752,6898.291016,7119.873047,7352.907227,7695.053711,8239.678711,8734.240234,9059.676758,9270.892578,9326.388672,9287.56543,9135.3125,8998.636719,8858.547852,8758.892578,8660.369141,8548.87793,8441.500977,8380.508789,8326.945313,8369.94043,8492.619141,8687.208008,9025.541016,9474.375977,10154.31055,10432.29395,10388.24414,10182.45996,10028.45215,9916.462891,9757.256836,9484.713867,9160.385742,9046.509766,8773.982422,8621.466797
2010/8/16,8080.987793,7876.33252,7715.964844,7545.955078,7379.088379,7074.134277,6831.370605,6700.960938,6600.696289,6629.91748,6720.496094,7029.407227,7437.85498,8219.295898,8944.729492,9353.322266,9774.313477,9897.369141,9871.359375,9909.84668,9868.613281,9850.286133,9814.007813,9685.197266,9607.65625,9561.235352,9503.87207,9452.859375,9385.161133,9369.513672,9319.597656,9296.0625,9360.788086,9503.302734,9807.947266,10248.21289,10846.7002,10939.89355,10830.94434,10571.61523,10360.2041,10194.1377,10008.40234,9649.646484,9288.918945,9299.078125,9087.060547,8904.883789
2010/8/17,8833.610352,8648.366211,8494.804688,8317.96875,8072.620117,7674.967773,7341.044434,7072.744141,6940.939453,6897.347656,6973.897949,7280.193359,7720.625488,8559.779297,9356.102539,9736.499023,10124.9668,10170.66113,10036.49512,10043.83398,9994.826172,9929.791016,9870.952148,9751.93457,9694.666992,9633.861328,9573.957031,9536.060547,9492.192383,9476.288086,9409.861328,9381.174805,9437.438477,9580.805664,9825.794922,10313.57324,10845.75879,10901.98047,10799.98145,10544.37598,10339.76953,10211.54688,10014.99609,9710.46582,9377.407227,9439.033203,9213.953125,9086.047852
2010/8/18,9284.339844,9076.998047,8899.871094,8737.37793,8487.544922,8089.553711,7735.675293,7431.711426,7272.693359,7228.361328,7289.575195,7620.150391,8106.112793,9009.19043,9877.057617,10320.30273,10736.39258,10764.11621,10585.06348,10522.51758,10424.34668,10320.42578,10199.53418,10047.47656,9931.165039,9847.624023,9760.535156,9699.916016,9629.887695,9589.612305,9509.785156,9500.130859,9582.94043,9754.073242,10056.2627,10570.10449,11228.64844,11421.95898,11362.32813,11130.82715,10946.0957,10814.24414,10602.94531,10296.53516,9913.749023,9942.621094,9670.450195,9509.961914
2010/8/19,9077.0625,8893.188477,8736.045898,8581.522461,8351.321289,7946.101074,7549.701172,7270.333984,7114.55127,7065.847168,7136.010742,7443.245117,7894.61377,8752.848633,9519.490234,9889.185547,10250.42188,10278.375,10140.40723,10111.9541,10044.28125,9988.145508,9909.362305,9778.526367,9694.363281,9608.49707,9556.889648,9516.898438,9422.611328,9428.255859,9350.171875,9329.211914,9409.835938,9516.71582,9761.174805,10205.29102,10758.43555,10974.06152,10910.26074,10721.30957,10526.56934,10380.80859,10175.30859,9864.279297,9556.464844,9583.314453,9381.086914,9236.730469
2010/8/20,8589.195313,8432.408203,8275.382813,8100.152344,7871.879395,7486.876953,7145.944824,6898.90918,6763.904785,6732.797852,6805.859863,7100.186523,7490.633301,8244.336914,8945.46582,9207.783203,9548.178711,9623.65625,9557.959961,9608.866211,9618.598633,9628.850586,9587.703125,9505.658203,9458.680664,9418.550781,9380.369141,9354.900391,9324.021484,9312.220703,9248.99707,9221.780273,9241.052734,9279.082031,9373.098633,9542.90332,9960.053711,10156.25879,10121.75391,9875.623047,9674.769531,9525.217773,9342.428711,9066.338867,8782.873047,8924.886719,8763.810547,8712.097656
2010/8/21,8899.09082,8709.749023,8512.375,8279.137695,7974.267578,7620.218262,7273.568359,6968.90918,6802.038086,6680.657227,6757.534668,6812.133301,6921.80957,7153.932617,7565.271484,7969.855957,8455.450195,8920.316406,9153.03125,9375.463867,9320.996094,9311.014648,9201.094727,9032.964844,8877.058594,8800.514648,8700.628906,8598.176758,8508.799805,8404.734375,8365.520508,8394.921875,8450.763672,8572.936523,8812.647461,9087.739258,9710.582031,9881.874023,9751.773438,9613.186523,9396.84082,9225.984375,9090.445313,8850.012695,8706.326172,8737.569336,8634.388672,8475.746094
2010/8/22,8523.890625,8258.724609,8024.191406,7800.367188,7563.466797,7232.169922,6988.280762,6776.314453,6647.820801,6617.102539,6585.149414,6695.19043,6780.535156,7003.020996,7238.967773,7544.701172,8028.890625,8514.172852,8846.141602,9059.753906,9111.9375,9108.683594,8985.488281,8873.27832,8762.833008,8676.918945,8566.914063,8453.920898,8365.151367,8305.353516,8280.642578,8304.245117,8404.90625,8598.484375,8937.223633,9381.749023,10037.45117,10294.88477,10219.6709,10024.25391,9839.423828,9732.415039,9584.300781,9300.464844,8991.443359,8868.607422,8627.795898,8485.166992
2010/8/23,8365.926758,8145.270996,7957.836914,7789.611328,7616.135742,7294.405273,7043.313477,6906.487305,6808.553223,6825.977051,6923.694824,7248.996582,7687.626953,8528.21875,9324.558594,9764.064453,10216.27246,10346.13672,10289.13477,10321.17969,10279.17285,10226.90723,10131.91895,9987.804688,9899.676758,9818.743164,9757.389648,9690.629883,9624.857422,9596.395508,9548.539063,9531.508789,9619.65625,9810.537109,10146.24902,10737.10547,11319.99707,11404.23145,11283.70117,11037.14453,10831.65625,10668.80566,10445.15234,10099.55566,9688.166016,9682.72168,9389.040039,9241.069336
2010/8/24,9156.789063,8955.599609,8785.429688,8613.09375,8370.938477,7959.069824,7604.646484,7326.198242,7161.374023,7110.592285,7166.330078,7495.313477,7957.783203,8826.110352,9660.694336,10086.99219,10532.43457,10629.10645,10502.6416,10502.60449,10433.9707,10371.57324,10276.27832,10139.3623,10047.82813,9969.347656,9888.999023,9839.341797,9771.018555,9744.912109,9680.289063,9649.06543,9747.931641,9942.78418,10282.94824,10875.30859,11460.12695,11558.58691,11457.05566,11212.41309,11021.40137,10860.52441,10637.95898,10312.78125,9920.245117,9909.010742,9584.923828,9400.236328
2010/8/25,8946.636719,8750.766602,8597.444336,8424.870117,8183.559082,7783.710449,7430.975586,7165.450195,7016.086426,6966.193359,7044.42334,7359.816895,7809.316895,8669.499023,9470.912109,9863.958008,10245.92773,10283.09863,10124.03125,10101.55176,10042.75,9968.074219,9875.356445,9758.87207,9688.842773,9626.324219,9554.638672,9510.982422,9453.441406,9428.764648,9368.162109,9341.441406,9410.360352,9533.268555,9784.207031,10278.7041,10838.71582,10910.52734,10805.68945,10575.63965,10393.34375,10275.59961,10087.08008,9784.645508,9450.936523,9533.983398,9319.592773,9205.185547
2010/8/26,8962.251953,8761.618164,8593.923828,8432.62207,8170.983398,7793.190918,7426.470703,7155.972168,7014.133789,6964.862793,7027.126465,7338.652832,7776.966797,8609.709961,9394.161133,9776.705078,10161.90625,10194.6123,10053.54492,10042.90234,9991.269531,9916.236328,9828.130859,9713.263672,9639.236328,9584.578125,9514.037109,9461.464844,9401.230469,9376.99707,9316.09082,9281.21875,9348.503906,9474.390625,9726.726563,10187.68262,10749.33789,10833.58301,10734.72559,10513.14355,10340.10254,10179.0332,9994.344727,9727.956055,9407.259766,9515.616211,9302.947266,9198.788086
2010/8/27,9127.802734,8927.28125,8755.447266,8584.126953,8331.713867,7928.007813,7564.252441,7288.651855,7130.428223,7079.484375,7151.644043,7465.773438,7910.942383,8758.263672,9561.054688,9948.808594,10362.2373,10419.64355,10275.41699,10263.50195,10198.25391,10119.9541,10031.33496,9899.797852,9816.266602,9736.512695,9659.696289,9608.306641,9544.003906,9516.928711,9449.618164,9435.457031,9524.267578,9682.091797,9993.073242,10532.72168,11109.25293,11228.5918,11141.89551,10906.5332,10718.5752,10571.56641,10365.98145,10071.1582,9713.158203,9768.507813,9510.65625,9369.313477
2010/8/28,9169.327148,8900.666992,8670.310547,8435.698242,8128.787109,7743.552734,7393.867188,7126.831543,6960.85498,6873.014648,6856.335938,6965.890137,7096.073242,7382.947266,7703.963379,8117.486816,8713.482422,9183.219727,9472.283203,9714.902344,9654.426758,9617.227539,9442.31543,9253.740234,9112.383789,8986.878906,8876.887695,8765.736328,8653.822266,8603.056641,8554.615234,8604.624023,8706.029297,8921.505859,9299.048828,9782.666992,10444.30859,10592.62891,10472.18945,10223.87695,10039.37012,9898.295898,9761.952148,9540.532227,9276.012695,9224.147461,9029.605469,8892.742188
2010/8/29,8758.522461,8475.952148,8222.990234,7987.882324,7741.59668,7385.36084,7121.90918,6907.106934,6802.069824,6723.839355,6722.196777,6796.418457,6915.367676,7121.946289,7377.124023,7704.234375,8229.317383,8733.240234,9086.823242,9304.646484,9353.354492,9318.993164,9169.75,9039.222656,8903.21875,8815.536133,8697.693359,8573.639648,8485.838867,8433.505859,8407.083984,8445.945313,8573.72168,8783.375,9155.341797,9637.212891,10313.46777,10581.48828,10502.35156,10308.24219,10153.22852,10055.77539,9890.375977,9593.861328,9266.09375,9138.553711,8857.838867,8679.329102
2010/8/30,8342.193359,8115.902344,7936.376465,7782.648438,7592.351074,7287.181152,7041.671875,6906.166992,6807.478027,6826.780273,6930.057129,7270.044922,7723.082031,8565.952148,9355.52832,9813.379883,10257.04199,10376.5,10300.16895,10335.80176,10283.19434,10221.00098,10132.2832,9995.53125,9901.183594,9824.466797,9763.764648,9697.28418,9642.672852,9608.828125,9561.09668,9541.478516,9625.181641,9803.631836,10160.79395,10770.1709,11357.29102,11427.45313,11302.43945,11050.28711,10821.89063,10674.74805,10441.40332,10105.87402,9698.582031,9680.146484,9394.042969,9228.564453
2010/8/31,8885.351563,8704.69043,8540.280273,8374.149414,8128.038086,7728.669922,7396.647461,7119.519043,6976.540039,6936.655273,7018.198242,7331.652344,7784.149902,8621.260742,9419.755859,9803.75,10175.91016,10212.45508,10057.58984,10049.87012,9982.130859,9915.259766,9847.544922,9720.72168,9656.125977,9595.686523,9529.195313,9494.068359,9445.739258,9425.291016,9365.602539,9337.792969,9398.164063,9515.396484,9747.139648,10215.45801,10786.40723,10846.96289,10746.01074,10517.30566,10323.17773,10196.42676,10005.38379,9701.274414,9372.385742,9435.591797,9214.448242,9093.676758
